global-id1,local_id3,,species_name1,DONORAGE,donr ethnicity,Health Status ,,Male/Female,,,,,Phenotype Term ID,phentype_trm_lbel
global-id2,local-id1,Species ID,species_name2,DONOR_AGE,Ethnicity ,health   ,Donor ID,Gender,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,,Phenotype Term label
global-id3,local-id2,species id,species_name3,DonorAge,donor region,,donor identifier ,M/F,,, sample ID term,sample type label,pheno identifier,Phenotype Label
globalid_1,local-id3,organism id,species-name1,donor_age,donor country,dnr health sts,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
globalid_2,localid_1,speces id,species-name2,donor-age,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
globalid_3,localid_2,,species-name3,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
global-id_1,localid_3,Species ID,speciesname_1,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
global-id_2,local-id_1,species id,speciesname_2,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
global-id_3,local-id_2,organism id,speciesname_3,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
globalid-1,local-id_3,speces id,species-name_1,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
globalid-2,localid-1,,species-name_2,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
globalid-3,localid-2,Species ID,species-name_3,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
global_id-1,localid-3,species id,speciesname-1,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
global_id-2,local_id-1,organism id,speciesname-2,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global_id-3,local_id-2,speces id,speciesname-3,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
global_id!,local_id-3,,species_name-1,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
globalid!,local_id!,Species ID,species_name-2,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
global_id!,localid!,species id,species_name-3,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
global_id_,local_id!,organism id,species_name!,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global-id_,local_id_,speces id,speciesname!,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
global-id#,local-id_,,species_name!,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
globalid#,local-id#,Species ID,species_name_,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
GlobalID,localid#,species id,species-name_,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
global_ID,LocalID,organism id,species-name#,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
Global_id,local_ID,speces id,speciesname#,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
Globl_id,Local_id,,SpeciesName,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Globa_id,Locl_id,Species ID,species_name,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
Globa_id,Loca_id,species id,Species_name,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
globaliD,Loca_id,organism id,Speciename,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
GlobaliD,localiD,speces id,Speciesname,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
globalID,LocaliD,,Speciesname,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
global-id,localID,Species ID,speciesiD,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
GlobalId,local-id,species id,SpeciesiD,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
GlobalID,LocalId,organism id,SpeciesID,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global-ID,LocalID,speces id,species-name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
global_id,local-ID,,SpeciesName,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
GLOBA_ID,local_id,Species ID,SpeciesName,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
glOBAL_ID,LOCLA_ID,species id,species-ID,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
gloBAL_ID,loCAL_ID,organism id,species_name,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
globAL_ID,locAL_ID,speces id,SPECIES_NAME,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
globaL_ID,locaL_ID,,speciES_NAME,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
GLOBAL_Id,LOCAL_Id,Species ID,species_NAME,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
GLOBAL_ID,LOCAL_ID,,speciesname,donor_age,ethnicity,disease_state,donr_id,donor_sex,,biosample_type,sample_term_id,tissue,Phenotype Term ID,patient_phenotype
globalid,localid,,SPECIESNAME,,,cancer_status,donor_identifier,gender,bio class identifier,, sample ID term,tissue_region,,tissue_subtype
GLOBALID,LOCALID,Species ID,species_name,,enthivity,cancer_type,human_donor,patient_gender,term biospecimen class ID,biospecimen label,sampl term id,cell_type,pheno identifier,
GLOBAL_id,LOCAL_id,species id,specie_sname,Age,donr ethnicity,diagnosis,,cell_sex,,bio label term class,,tissue_source,phetype term ID,phentype_trm_lbel
globa_id,loca_id,organism id,speciesname,,Ethnicity ,donor_type,,,Biospecimen Class term ID,,,tissue_origin,phenotype ID,
globAl_id,locAl_id,speces id,species_name,,donor region,disease_status,,,,Biospecimen class term label,Sample Type term ID,cell_of_origin,Phenotype Term ID,Phenotype Term label
globaL_id,locaL_id,,species_name,,donor country,,,Sex,bio class identifier,, sample ID term,cells,,Phenotype Label
global_ID,local_ID,Species ID,speciesname,,enthivity,Health Status ,,M/F,term biospecimen class ID,biospecimen label,sampl term id,biopsy_tissue,pheno identifier,pheno label
gLOBAL_ID,lOCAL_ID,species id,species_name,,donr ethnicity,health   ,,Male/Female,,bio label term class,,tissue_cells,phetype term ID,phentype_trm_lbel
GLobal_ID,LOCal_ID,organism id,species_name,,Ethnicity ,,,Gender,Biospecimen Class term ID,,,tissue_cell_type,phenotype ID,
GLOBal_ID,LOCaL_ID,speces id,speciesname,,ethnicity,dnr health sts,,,,,Sample Type term ID,sorted_cell_type,Phenotype Term ID,Phenotype Term label
GLOBaL_ID,LOCAl_ID,,species_name,,,Health of donor,Donor ID,Sex,,, sample ID term,tumor_type,,patient_phenotype
GLOBAL_Id,LOCAL_Id,Species ID,speciesname,,,Health Status ,donor identifier ,donor_sex,,,sampl term id,tissuetype,pheno identifier,
GLOBALID,LOCALID,species id,species_name,,,health   ,dnr identfier,gender,,,,cell_types,phetype term ID,
GlobalID,LocalID,organism id,speciesname,,,,,,,,,cells_type,,
global_id_,local_id_,speces id,species_name,,,dnr health sts,,,,,,source_tissue,,
Global_id_,Local_id_,,speciesname,,donor country,Health of donor,Donor ID,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
globalid_,localid_,Species ID,species_name,,donor_ethnicity,Health Status ,donr_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
globalID_,localID_,,species_name,,donr ethnicity,disease_state,donor_identifier,,,,,,phenotype ID,
global_id!,local_id!,Species ID,speciesname,,Ethnicity ,cancer_status,human_donor,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
Global_id!,Local_id!,species id,species_name,,donor region,cancer_type,,M/F,,, sample ID term,sample type label,,Phenotype Label
globalid!,localid!,organism id,speciesname,,donor country,diagnosis,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global_ID!,local_ID!,speces id,species_name,,donor_ethnicity,donor_type,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
global_id#,local_id#,,speciesname,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global_id#,Local_id#,Species ID,species_name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globalid#,localid#,species id,speciesname,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
global_ID#,local_ID#,organism id,species_name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
globalid_#,localid_#,speces id,speciesname,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
global_id_#,local_id_#,,species_name,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,speciesname,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,species_name,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,speciesname,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,species_name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,speciesname,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,species_name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,speciesname,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,species_name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,speciesname,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,species_name,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,speciesname,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,species_name,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,speciesname,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,species_name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,speciesname,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,species_name,,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
global identifier,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,species_name,,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
Global ID,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
globla id,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,species_name,,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,species_name,,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,species_name,,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,Species Name,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,name of species,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,organism name,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,biosample organism name,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,organosm name ,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,id,,,donor_age,ethnicity,disease_state,donr_id,donor_sex,,biosample_type,sample_term_id,tissue,,patient_phenotype
,tumor_id,,,,,cancer_status,donor_identifier,gender,bio class identifier,,sampl term id,tissue_region,,tissue_subtype
,cell_id,Species ID,,,,cancer_type,human_donor,patient_gender,term biospecimen class ID,,,cell_type,,
,,species id,,Age,donor country,diagnosis,,cell_sex,,,,tissue_source,pheno identifier,
,,organism id,,donor Age,enthivity,donor_type,donor identifier ,,Biospecimen Class term ID,biospecimen label,Sample Type term ID,tissue_origin,phetype term ID,
,locla id,speces id,,dnr agee,donr ethnicity,disease_status,dnr identfier,,,bio label term class, sample ID term,cell_of_origin,phenotype ID,pheno label
,local identifier,,,,Ethnicity ,,,Gender,bio class identifier,,sampl term id,cells,Phenotype Term ID,phentype_trm_lbel
,,Species ID,,,donor region,Health Status ,,,term biospecimen class ID,Biospecimen class term label,,biopsy_tissue,,
,,,,Age,donor country,health   ,Donor ID,Sex,,,,tissue_cells,,Phenotype Term label
,local ID,,,donor Age,enthivity,,donor identifier ,M/F,Biospecimen Class term ID,biospecimen label,Sample Type term ID,tissue_cell_type,,Phenotype Label
,locla id,,,,donr ethnicity,dnr health sts,donr_id,donor_sex,,bio label term class, sample ID term,sorted_cell_type,,patient_phenotype
,id,,,,Ethnicity ,Health of donor,donor_identifier,gender,,,,tumor_type,,tissue_subtype
,tumor_id,,,,donor region,Health Status ,human_donor,patient_gender,,Biospecimen class term label,,tissuetype,,
,,,,,ethnicity,health   ,,cell_sex,,,,cell_types,,
,,,,,,disease_state,,,,biosample_type,,cells_type,,
,,,,,,cancer_status,,,,,,source_tissue,,
,,speces id,,donor_age,donor_ethnicity,cancer_type,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
,,,,,donr ethnicity,diagnosis,,,,,,,phenotype ID,
,local ID,Species ID,,Age,Ethnicity ,donor_type,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,donor_age,donor_ethnicity,donor_health_status,donor_id,donor_sex,biospecimen_class_term_id,biospecimen_class_term_label,sample_type_term_id,sample_type_term_label,phenotype_term_id,phenotype_term_label
,local ID,Species ID,,Age,Ethnicity ,Health Status ,Donor ID,Sex,Biospecimen Class term ID,Biospecimen class term label,Sample Type term ID,Sample Type term label,Phenotype Term ID,Phenotype Term label
,locla id,species id,,donor Age,donor region,health   ,donor identifier ,M/F,,, sample ID term,sample type label,,Phenotype Label
,local identifier,organism id,,dnr agee,donor country,,dnr identfier,Male/Female,bio class identifier,biospecimen label,sampl term id,sam label,pheno identifier,pheno label
,,speces id,,,enthivity,dnr health sts,,Gender,term biospecimen class ID,bio label term class,,,phetype term ID,phentype_trm_lbel
,,,,,donr ethnicity,Health of donor,,,,,,,phenotype ID,
